ORDERID,ORDERDATE,CUSTOMERID,CUSTOMERNAME,PHONE,EMAIL,PRODUCTID,PRODUCTNAME,CATEGORY,QUANTITY,UNITPRICE,LINEAMOUNT
O00051,2025-07-16,C0292,Gatik Mahajan,918893340247,tankojas@gmail.com,P0143,Protect,Toys,1,38572.8,38572.8
O00052,2025-07-13,C0310,Tiya Dewan,916581993665,kallakabir@gmail.com,P0214,Measure,Grocery,3,30393.59,91180.77
O00053,2025-03-21,C0607,Fateh Setty,919017844973,jguha@gmail.com,P0422,Long,Toys,2,23695.22,47390.44
O00053,2025-03-21,C0607,Fateh Setty,919017844973,jguha@gmail.com,P0056,Home,Toys,1,710.67,710.67
O00053,2025-03-21,C0607,Fateh Setty,919017844973,jguha@gmail.com,P0140,State,Grocery,3,28789.71,86369.13
O00053,2025-03-21,C0607,Fateh Setty,919017844973,jguha@gmail.com,P0142,Cause,Home,3,42626.52,127879.56
O00053,2025-03-21,C0607,Fateh Setty,919017844973,jguha@gmail.com,P0067,Ten,Books,2,22515.47,45030.94
O00054,2025-01-12,C0687,Oorja Varkey,916316188672,jivika69@gmail.com,P0403,Expert,Fashion,1,9574.21,9574.21
O00054,2025-01-12,C0687,Oorja Varkey,916316188672,jivika69@gmail.com,P0367,Throw,Toys,1,45671.59,45671.59
O00054,2025-01-12,C0687,Oorja Varkey,916316188672,jivika69@gmail.com,P0227,Behavior,Electronics,1,36013.96,36013.96
O00055,2025-02-07,C0451,Charvi Savant,918186412470,banikhazel@gmail.com,P0449,Start,Books,3,31877.19,95631.57
O00055,2025-02-07,C0451,Charvi Savant,918186412470,banikhazel@gmail.com,P0451,How,Electronics,1,32544.56,32544.56
O00055,2025-02-07,C0451,Charvi Savant,918186412470,banikhazel@gmail.com,P0155,Live,Electronics,3,7171.57,21514.71
O00056,2024-10-06,C0177,Tarini Subramanian,917423037546,avarughese@gmail.com,P0018,Watch,Fashion,1,38945.67,38945.67
O00056,2024-10-06,C0177,Tarini Subramanian,917423037546,avarughese@gmail.com,P0398,North,Home,1,42310.86,42310.86
O00056,2024-10-06,C0177,Tarini Subramanian,917423037546,avarughese@gmail.com,P0260,Course,Electronics,1,4260.68,4260.68
O00057,2025-06-04,C0941,Anya Rao,916457562694,rsrivastava@gmail.com,P0163,Same,Books,3,41732.14,125196.42
O00057,2025-06-04,C0941,Anya Rao,916457562694,rsrivastava@gmail.com,P0050,Relationship,Books,3,48838.18,146514.54
O00057,2025-06-04,C0941,Anya Rao,916457562694,rsrivastava@gmail.com,P0353,Evidence,Books,3,12904.16,38712.48
O00058,2025-02-03,C0899,Hridaan Bumb,918291472336,riya19@gmail.com,P0019,Such,Fashion,1,14547.49,14547.49
O00059,2024-12-29,C0812,Shanaya Rama,919932258973,dhanuk33@gmail.com,P0449,Start,Books,1,31877.19,31877.19
O00059,2024-12-29,C0812,Shanaya Rama,919932258973,dhanuk33@gmail.com,P0223,Free,Electronics,2,8128.12,16256.24
O00059,2024-12-29,C0812,Shanaya Rama,919932258973,dhanuk33@gmail.com,P0243,Although,Electronics,1,39529.4,39529.4
O00060,2025-07-09,C0425,Tanya Rajagopal,919833496956,kuruvillaayesha@gmail.com,P0088,Interesting,Books,2,23862.35,47724.7
O00061,2025-01-01,C0763,Yasmin Koshy,917314648554,zain40@gmail.com,P0391,Reason,Toys,3,43651.0,130953.0
O00061,2025-01-01,C0763,Yasmin Koshy,917314648554,zain40@gmail.com,P0493,Would,Toys,1,26066.08,26066.08
O00061,2025-01-01,C0763,Yasmin Koshy,917314648554,zain40@gmail.com,P0219,Degree,Books,3,4353.93,13061.79
O00061,2025-01-01,C0763,Yasmin Koshy,917314648554,zain40@gmail.com,P0253,Himself,Toys,3,28859.07,86577.21
O00061,2025-01-01,C0763,Yasmin Koshy,917314648554,zain40@gmail.com,P0500,Sort,Books,1,30616.24,30616.24
O00062,2024-11-13,C0033,Nakul Madan,919474132899,madhup05@gmail.com,P0475,At,Toys,1,35943.68,35943.68
O00063,2024-10-31,C0372,Taran Thakur,919392619780,pchanda@gmail.com,P0133,Course,Home,1,25607.5,25607.5
O00063,2024-10-31,C0372,Taran Thakur,919392619780,pchanda@gmail.com,P0039,Home,Grocery,1,24312.94,24312.94
O00063,2024-10-31,C0372,Taran Thakur,919392619780,pchanda@gmail.com,P0270,Drug,Electronics,2,11052.9,22105.8
O00063,2024-10-31,C0372,Taran Thakur,919392619780,pchanda@gmail.com,P0208,Wide,Books,1,45993.95,45993.95
O00064,2025-02-21,C0905,Anaya Dube,919230635111,krout@gmail.com,P0370,Stand,Books,3,47131.46,141394.38
O00065,2025-03-25,C0604,Rati Gara,917679803121,yadavfateh@gmail.com,P0189,Take,Books,2,21117.14,42234.28
O00065,2025-03-25,C0604,Rati Gara,917679803121,yadavfateh@gmail.com,P0021,Yourself,Fashion,3,8698.02,26094.06
O00065,2025-03-25,C0604,Rati Gara,917679803121,yadavfateh@gmail.com,P0405,Number,Books,2,36701.41,73402.82
O00065,2025-03-25,C0604,Rati Gara,917679803121,yadavfateh@gmail.com,P0386,Thus,Toys,3,26873.03,80619.09
O00066,2025-03-15,C0968,Renee D’Alia,916667107542,royaarav@gmail.com,P0017,Establish,Grocery,3,1885.0,5655.0
O00066,2025-03-15,C0968,Renee D’Alia,916667107542,royaarav@gmail.com,P0194,Better,Books,1,49657.42,49657.42
O00066,2025-03-15,C0968,Renee D’Alia,916667107542,royaarav@gmail.com,P0434,Foot,Home,3,5572.57,16717.71
O00066,2025-03-15,C0968,Renee D’Alia,916667107542,royaarav@gmail.com,P0500,Sort,Books,1,30616.24,30616.24
O00066,2025-03-15,C0968,Renee D’Alia,916667107542,royaarav@gmail.com,P0134,Against,Home,2,34667.28,69334.56
O00067,2025-07-11,C0596,Mahika Shah,917457869300,inaaya-issac@gmail.com,P0140,State,Grocery,2,28789.71,57579.42
O00067,2025-07-11,C0596,Mahika Shah,917457869300,inaaya-issac@gmail.com,P0188,Seat,Home,2,13140.53,26281.06
O00067,2025-07-11,C0596,Mahika Shah,917457869300,inaaya-issac@gmail.com,P0320,Sort,Fashion,3,1924.24,5772.72
O00068,2024-11-13,C0568,Romil Ahuja,917508186764,samarth94@gmail.com,P0215,Stock,Home,3,12235.32,36705.96
O00068,2024-11-13,C0568,Romil Ahuja,917508186764,samarth94@gmail.com,P0385,Southern,Fashion,1,5603.28,5603.28
O00068,2024-11-13,C0568,Romil Ahuja,917508186764,samarth94@gmail.com,P0225,About,Toys,1,34961.77,34961.77
O00069,2025-07-08,C0590,Jayan Loke,919043273655,mbhalla@gmail.com,P0319,Friend,Electronics,2,17520.15,35040.3
O00069,2025-07-08,C0590,Jayan Loke,919043273655,mbhalla@gmail.com,P0111,Forward,Fashion,3,13770.51,41311.53
O00069,2025-07-08,C0590,Jayan Loke,919043273655,mbhalla@gmail.com,P0182,Director,Electronics,2,28330.65,56661.3
O00069,2025-07-08,C0590,Jayan Loke,919043273655,mbhalla@gmail.com,P0125,Who,Fashion,3,44975.66,134926.98
O00069,2025-07-08,C0590,Jayan Loke,919043273655,mbhalla@gmail.com,P0296,Safe,Grocery,1,6885.75,6885.75
O00070,2025-02-23,C0757,Arhaan Dua,916406107346,vartypiya@gmail.com,P0067,Ten,Books,2,22515.47,45030.94
O00070,2025-02-23,C0757,Arhaan Dua,916406107346,vartypiya@gmail.com,P0455,Court,Electronics,1,24246.4,24246.4
O00070,2025-02-23,C0757,Arhaan Dua,916406107346,vartypiya@gmail.com,P0265,Write,Grocery,2,30863.16,61726.32
O00070,2025-02-23,C0757,Arhaan Dua,916406107346,vartypiya@gmail.com,P0052,Black,Electronics,2,8130.37,16260.74
O00070,2025-02-23,C0757,Arhaan Dua,916406107346,vartypiya@gmail.com,P0194,Better,Books,1,49657.42,49657.42
O00071,2025-05-16,C0543,Zaina Srinivas,918944219485,nrege@gmail.com,P0049,Education,Fashion,1,33685.14,33685.14
O00071,2025-05-16,C0543,Zaina Srinivas,918944219485,nrege@gmail.com,P0344,State,Grocery,1,6188.97,6188.97
O00072,2024-11-04,C0205,Neelofar Amble,919659084112,mehul37@gmail.com,P0264,Conference,Home,3,40033.67,120101.01
O00072,2024-11-04,C0205,Neelofar Amble,919659084112,mehul37@gmail.com,P0279,Kid,Fashion,2,22978.31,45956.62
O00072,2024-11-04,C0205,Neelofar Amble,919659084112,mehul37@gmail.com,P0475,At,Toys,3,35943.68,107831.04
O00073,2025-08-19,C0142,Lagan Luthra,917532063835,ganesanmisha@gmail.com,P0065,Gun,Fashion,2,46224.7,92449.4
O00074,2025-02-26,C0257,Amira Shere,916402207445,bajajlavanya@gmail.com,P0396,Someone,Books,3,8750.11,26250.33
O00074,2025-02-26,C0257,Amira Shere,916402207445,bajajlavanya@gmail.com,P0459,Still,Toys,3,5875.98,17627.94
O00074,2025-02-26,C0257,Amira Shere,916402207445,bajajlavanya@gmail.com,P0198,Buy,Grocery,1,4664.49,4664.49
O00075,2025-07-03,C0402,Kiara Ramanathan,918791220847,nirvaanratta@gmail.com,P0327,Mean,Electronics,3,45227.54,135682.62
O00075,2025-07-03,C0402,Kiara Ramanathan,918791220847,nirvaanratta@gmail.com,P0455,Court,Electronics,2,24246.4,48492.8
O00075,2025-07-03,C0402,Kiara Ramanathan,918791220847,nirvaanratta@gmail.com,P0487,Wind,Grocery,2,26054.97,52109.94
O00076,2024-11-21,C0502,Samiha Keer,917767857833,xjayaraman@gmail.com,P0091,Land,Toys,2,19236.54,38473.08
O00076,2024-11-21,C0502,Samiha Keer,917767857833,xjayaraman@gmail.com,P0453,Official,Grocery,3,34440.96,103322.88
O00076,2024-11-21,C0502,Samiha Keer,917767857833,xjayaraman@gmail.com,P0259,Region,Books,3,31147.8,93443.4
O00077,2025-01-22,C0288,Baiju Kulkarni,919947129773,charmannat@gmail.com,P0081,Concern,Books,2,17375.63,34751.26
O00078,2024-11-14,C0607,Fateh Setty,919017844973,jguha@gmail.com,P0282,Long,Toys,2,38700.74,77401.48
O00078,2024-11-14,C0607,Fateh Setty,919017844973,jguha@gmail.com,P0466,Know,Home,1,32070.74,32070.74
O00078,2024-11-14,C0607,Fateh Setty,919017844973,jguha@gmail.com,P0051,Child,Home,2,907.17,1814.34
O00079,2025-08-23,C0577,Rhea Handa,916694078038,chhabratejas@gmail.com,P0287,Environment,Books,2,28596.46,57192.92
O00079,2025-08-23,C0577,Rhea Handa,916694078038,chhabratejas@gmail.com,P0054,Knowledge,Grocery,3,49403.07,148209.21
O00079,2025-08-23,C0577,Rhea Handa,916694078038,chhabratejas@gmail.com,P0460,Place,Electronics,2,42204.95,84409.9
O00079,2025-08-23,C0577,Rhea Handa,916694078038,chhabratejas@gmail.com,P0046,Around,Books,1,33731.27,33731.27
O00080,2025-01-18,C0220,Eshani Sem,919076754649,sankarvritika@gmail.com,P0111,Forward,Fashion,2,13770.51,27541.02
O00080,2025-01-18,C0220,Eshani Sem,919076754649,sankarvritika@gmail.com,P0355,Put,Electronics,2,48668.56,97337.12
O00080,2025-01-18,C0220,Eshani Sem,919076754649,sankarvritika@gmail.com,P0046,Around,Books,2,33731.27,67462.54
O00081,2024-12-21,C0569,Neelofar Date,918141065015,chaddhanuk@gmail.com,P0184,Service,Grocery,1,40592.32,40592.32
O00081,2024-12-21,C0569,Neelofar Date,918141065015,chaddhanuk@gmail.com,P0345,Fund,Fashion,3,28257.12,84771.36
O00082,2025-05-19,C0563,Khushi Lall,918312846764,johalraunak@gmail.com,P0255,Born,Books,3,22491.06,67473.18
O00083,2024-11-13,C0859,Armaan Toor,917586625070,gandhiazad@gmail.com,P0294,Enough,Toys,1,28895.66,28895.66
O00083,2024-11-13,C0859,Armaan Toor,917586625070,gandhiazad@gmail.com,P0223,Free,Electronics,2,8128.12,16256.24
O00083,2024-11-13,C0859,Armaan Toor,917586625070,gandhiazad@gmail.com,P0465,Tough,Toys,1,38414.53,38414.53
O00083,2024-11-13,C0859,Armaan Toor,917586625070,gandhiazad@gmail.com,P0216,Smile,Books,3,5257.39,15772.17
O00084,2025-04-07,C0635,Mehul Rao,916335294760,divit49@gmail.com,P0494,Technology,Fashion,3,26389.15,79167.45
O00084,2025-04-07,C0635,Mehul Rao,916335294760,divit49@gmail.com,P0063,Bad,Home,3,1796.02,5388.06
O00084,2025-04-07,C0635,Mehul Rao,916335294760,divit49@gmail.com,P0235,Ball,Electronics,3,36018.57,108055.71
O00084,2025-04-07,C0635,Mehul Rao,916335294760,divit49@gmail.com,P0451,How,Electronics,3,32544.56,97633.68
O00085,2025-02-21,C0118,Elakshi Aggarwal,916647572711,tara27@gmail.com,P0300,Return,Electronics,3,10069.79,30209.37
O00085,2025-02-21,C0118,Elakshi Aggarwal,916647572711,tara27@gmail.com,P0103,Green,Fashion,2,43879.19,87758.38
O00085,2025-02-21,C0118,Elakshi Aggarwal,916647572711,tara27@gmail.com,P0372,Prevent,Books,3,13248.28,39744.84
O00086,2024-10-26,C0403,Diya Ratti,918120442383,krishnamurthyarmaan@gmail.com,P0213,Perhaps,Books,2,17118.78,34237.56
O00086,2024-10-26,C0403,Diya Ratti,918120442383,krishnamurthyarmaan@gmail.com,P0037,Hundred,Books,3,36049.73,108149.19
O00087,2025-09-02,C0115,Onkar Butala,917098253265,rdivan@gmail.com,P0248,My,Grocery,2,37715.55,75431.1
O00087,2025-09-02,C0115,Onkar Butala,917098253265,rdivan@gmail.com,P0441,Color,Toys,2,31441.06,62882.12
O00087,2025-09-02,C0115,Onkar Butala,917098253265,rdivan@gmail.com,P0410,Result,Fashion,2,39761.33,79522.66
O00087,2025-09-02,C0115,Onkar Butala,917098253265,rdivan@gmail.com,P0358,Method,Toys,1,20030.96,20030.96
O00088,2024-11-23,C0512,Zeeshan Ramanathan,919457055939,vmani@gmail.com,P0412,High,Home,2,28978.96,57957.92
O00088,2024-11-23,C0512,Zeeshan Ramanathan,919457055939,vmani@gmail.com,P0291,Church,Home,2,38797.98,77595.96
O00088,2024-11-23,C0512,Zeeshan Ramanathan,919457055939,vmani@gmail.com,P0054,Knowledge,Grocery,1,49403.07,49403.07
O00088,2024-11-23,C0512,Zeeshan Ramanathan,919457055939,vmani@gmail.com,P0140,State,Grocery,1,28789.71,28789.71
O00089,2025-06-21,C0238,Indrans Chad,916116433632,kulkarnifarhan@gmail.com,P0014,Top,Toys,1,46778.4,46778.4
O00089,2025-06-21,C0238,Indrans Chad,916116433632,kulkarnifarhan@gmail.com,P0140,State,Grocery,1,28789.71,28789.71
O00090,2025-06-02,C0041,Aaryahi Raval,919352681701,kashvidugar@gmail.com,P0205,Low,Books,3,3894.6,11683.8
O00090,2025-06-02,C0041,Aaryahi Raval,919352681701,kashvidugar@gmail.com,P0201,Month,Toys,1,38270.76,38270.76
O00090,2025-06-02,C0041,Aaryahi Raval,919352681701,kashvidugar@gmail.com,P0386,Thus,Toys,2,26873.03,53746.06
O00091,2025-03-06,C0727,Uthkarsh Talwar,917256581028,ftrivedi@gmail.com,P0252,Democrat,Home,2,27839.73,55679.46
O00091,2025-03-06,C0727,Uthkarsh Talwar,917256581028,ftrivedi@gmail.com,P0416,Hot,Fashion,1,2188.07,2188.07
O00091,2025-03-06,C0727,Uthkarsh Talwar,917256581028,ftrivedi@gmail.com,P0214,Measure,Grocery,2,30393.59,60787.18
O00091,2025-03-06,C0727,Uthkarsh Talwar,917256581028,ftrivedi@gmail.com,P0006,Worker,Grocery,1,22450.55,22450.55
O00092,2024-10-10,C0963,Mehul Borra,916391569711,gabatiya@gmail.com,P0390,Hard,Books,2,47047.15,94094.3
O00092,2024-10-10,C0963,Mehul Borra,916391569711,gabatiya@gmail.com,P0294,Enough,Toys,2,28895.66,57791.32
O00092,2024-10-10,C0963,Mehul Borra,916391569711,gabatiya@gmail.com,P0367,Throw,Toys,1,45671.59,45671.59
O00092,2024-10-10,C0963,Mehul Borra,916391569711,gabatiya@gmail.com,P0019,Such,Fashion,1,14547.49,14547.49
O00092,2024-10-10,C0963,Mehul Borra,916391569711,gabatiya@gmail.com,P0140,State,Grocery,3,28789.71,86369.13
O00093,2025-03-24,C0743,Diya Seshadri,919006717508,rasha96@gmail.com,P0474,History,Toys,2,6036.27,12072.54
O00093,2025-03-24,C0743,Diya Seshadri,919006717508,rasha96@gmail.com,P0243,Although,Electronics,3,39529.4,118588.2
O00093,2025-03-24,C0743,Diya Seshadri,919006717508,rasha96@gmail.com,P0166,Interesting,Grocery,1,4704.45,4704.45
O00093,2025-03-24,C0743,Diya Seshadri,919006717508,rasha96@gmail.com,P0417,Here,Electronics,1,48161.82,48161.82
O00094,2025-01-21,C0885,Ojas Dalal,916282462513,himmatbaral@gmail.com,P0448,My,Toys,3,7511.41,22534.23
O00094,2025-01-21,C0885,Ojas Dalal,916282462513,himmatbaral@gmail.com,P0036,Consumer,Books,2,24513.98,49027.96
O00094,2025-01-21,C0885,Ojas Dalal,916282462513,himmatbaral@gmail.com,P0067,Ten,Books,3,22515.47,67546.41
O00094,2025-01-21,C0885,Ojas Dalal,916282462513,himmatbaral@gmail.com,P0391,Reason,Toys,1,43651.0,43651.0
O00095,2025-06-08,C0833,Hridaan Badal,917190117647,pvala@gmail.com,P0226,Close,Fashion,2,22025.27,44050.54
O00096,2024-11-12,C0930,Mishti Datta,916422168080,vritika12@gmail.com,P0352,Decade,Grocery,1,22564.59,22564.59
O00096,2024-11-12,C0930,Mishti Datta,916422168080,vritika12@gmail.com,P0187,Many,Electronics,3,46075.75,138227.25
O00096,2024-11-12,C0930,Mishti Datta,916422168080,vritika12@gmail.com,P0429,Free,Books,3,25226.17,75678.51
O00097,2025-05-07,C0979,Jivin Kadakia,919326099940,bajajindrans@gmail.com,P0410,Result,Fashion,1,39761.33,39761.33
O00097,2025-05-07,C0979,Jivin Kadakia,919326099940,bajajindrans@gmail.com,P0439,Share,Toys,1,18005.17,18005.17
O00097,2025-05-07,C0979,Jivin Kadakia,919326099940,bajajindrans@gmail.com,P0022,Husband,Electronics,1,33123.51,33123.51
O00098,2024-09-08,C0290,Sahil Ganguly,918082755691,mahalakarsh@gmail.com,P0384,Market,Grocery,2,30276.68,60553.36
O00099,2025-05-23,C0458,Anya Bala,919350960323,duttdamini@gmail.com,P0178,Alone,Electronics,2,6742.5,13485.0
O00099,2025-05-23,C0458,Anya Bala,919350960323,duttdamini@gmail.com,P0067,Ten,Books,1,22515.47,22515.47
O00099,2025-05-23,C0458,Anya Bala,919350960323,duttdamini@gmail.com,P0488,Staff,Electronics,1,19763.51,19763.51
O00099,2025-05-23,C0458,Anya Bala,919350960323,duttdamini@gmail.com,P0370,Stand,Books,1,47131.46,47131.46
O00100,2025-05-03,C0835,Suhana Sahni,919254460469,nayantarajoshi@gmail.com,P0259,Region,Books,3,31147.8,93443.4
O00100,2025-05-03,C0835,Suhana Sahni,919254460469,nayantarajoshi@gmail.com,P0321,Right,Fashion,1,41419.14,41419.14
O00101,2025-08-21,C0660,Adah Jaggi,917531915478,anay66@gmail.com,P0155,Live,Electronics,2,7171.57,14343.14
O00101,2025-08-21,C0660,Adah Jaggi,917531915478,anay66@gmail.com,P0230,Voice,Books,3,12941.39,38824.17
O00101,2025-08-21,C0660,Adah Jaggi,917531915478,anay66@gmail.com,P0225,About,Toys,1,34961.77,34961.77
O00101,2025-08-21,C0660,Adah Jaggi,917531915478,anay66@gmail.com,P0123,Real,Electronics,3,3842.47,11527.41
O00101,2025-08-21,C0660,Adah Jaggi,917531915478,anay66@gmail.com,P0367,Throw,Toys,3,45671.59,137014.77
O00102,2025-02-27,C0013,Aaryahi Luthra,918399396603,othakur@gmail.com,P0042,Director,Fashion,3,41973.05,125919.15
O00102,2025-02-27,C0013,Aaryahi Luthra,918399396603,othakur@gmail.com,P0391,Reason,Toys,3,43651.0,130953.0
O00102,2025-02-27,C0013,Aaryahi Luthra,918399396603,othakur@gmail.com,P0149,Media,Electronics,3,33043.26,99129.78
O00103,2025-07-12,C0259,Priyansh Kumar,917238445709,aayushluthra@gmail.com,P0291,Church,Home,1,38797.98,38797.98
O00103,2025-07-12,C0259,Priyansh Kumar,917238445709,aayushluthra@gmail.com,P0255,Born,Books,1,22491.06,22491.06
O00103,2025-07-12,C0259,Priyansh Kumar,917238445709,aayushluthra@gmail.com,P0096,Need,Home,2,5167.74,10335.48
O00104,2024-10-05,C0374,Zain Karpe,919502187902,baijukalita@gmail.com,P0471,Far,Toys,2,4287.8,8575.6
O00105,2025-07-26,C0004,Hazel Ram,918204352520,yuvraj-ganguly@gmail.com,P0151,Artist,Home,2,33499.86,66999.72
O00106,2025-01-24,C0484,Emir Dutta,916856070208,semalia@gmail.com,P0347,Newspaper,Fashion,1,48533.81,48533.81
O00106,2025-01-24,C0484,Emir Dutta,916856070208,semalia@gmail.com,P0391,Reason,Toys,1,43651.0,43651.0
O00106,2025-01-24,C0484,Emir Dutta,916856070208,semalia@gmail.com,P0055,Off,Home,2,9847.69,19695.38
O00106,2025-01-24,C0484,Emir Dutta,916856070208,semalia@gmail.com,P0455,Court,Electronics,2,24246.4,48492.8
O00106,2025-01-24,C0484,Emir Dutta,916856070208,semalia@gmail.com,P0475,At,Toys,2,35943.68,71887.36
O00107,2024-10-17,C0686,Rasha Bhargava,917289684829,farhan60@gmail.com,P0207,Hope,Books,3,31811.6,95434.8
O00108,2025-03-16,C0063,Yasmin Mangal,917530467806,nayantara23@gmail.com,P0384,Market,Grocery,1,30276.68,30276.68
O00108,2025-03-16,C0063,Yasmin Mangal,917530467806,nayantara23@gmail.com,P0131,Quite,Fashion,2,25134.94,50269.88
O00108,2025-03-16,C0063,Yasmin Mangal,917530467806,nayantara23@gmail.com,P0312,Hour,Home,1,26966.28,26966.28
O00109,2025-08-19,C0468,Mishti Srinivasan,919318592099,xbose@gmail.com,P0401,Reveal,Fashion,1,4209.04,4209.04
O00109,2025-08-19,C0468,Mishti Srinivasan,919318592099,xbose@gmail.com,P0329,Within,Grocery,3,36526.35,109579.05
O00109,2025-08-19,C0468,Mishti Srinivasan,919318592099,xbose@gmail.com,P0312,Hour,Home,2,26966.28,53932.56
O00109,2025-08-19,C0468,Mishti Srinivasan,919318592099,xbose@gmail.com,P0226,Close,Fashion,2,22025.27,44050.54
O00110,2024-09-23,C0563,Khushi Lall,918312846764,johalraunak@gmail.com,P0297,Interview,Home,2,39804.91,79609.82
O00110,2024-09-23,C0563,Khushi Lall,918312846764,johalraunak@gmail.com,P0391,Reason,Toys,3,43651.0,130953.0
O00110,2024-09-23,C0563,Khushi Lall,918312846764,johalraunak@gmail.com,P0028,Doctor,Home,1,169.02,169.02
O00111,2025-01-21,C0933,Shlok Bandi,917997945227,darshit64@gmail.com,P0347,Newspaper,Fashion,3,48533.81,145601.43
O00111,2025-01-21,C0933,Shlok Bandi,917997945227,darshit64@gmail.com,P0307,Much,Fashion,3,27744.18,83232.54
O00111,2025-01-21,C0933,Shlok Bandi,917997945227,darshit64@gmail.com,P0167,Growth,Fashion,2,9807.77,19615.54
O00111,2025-01-21,C0933,Shlok Bandi,917997945227,darshit64@gmail.com,P0360,Per,Fashion,2,44753.22,89506.44
O00111,2025-01-21,C0933,Shlok Bandi,917997945227,darshit64@gmail.com,P0070,Figure,Toys,3,15626.72,46880.16
O00112,2025-08-14,C0599,Trisha Sanghvi,918701163297,groveroorja@gmail.com,P0277,Add,Electronics,1,47598.78,47598.78
O00112,2025-08-14,C0599,Trisha Sanghvi,918701163297,groveroorja@gmail.com,P0324,Culture,Books,1,19384.0,19384.0
O00112,2025-08-14,C0599,Trisha Sanghvi,918701163297,groveroorja@gmail.com,P0323,By,Books,3,47004.89,141014.67
O00112,2025-08-14,C0599,Trisha Sanghvi,918701163297,groveroorja@gmail.com,P0006,Worker,Grocery,3,22450.55,67351.65
O00112,2025-08-14,C0599,Trisha Sanghvi,918701163297,groveroorja@gmail.com,P0107,According,Fashion,2,35187.46,70374.92
O00113,2024-11-05,C0718,Onkar Kumer,917415502686,pkota@gmail.com,P0288,Ten,Books,3,21119.51,63358.53
O00113,2024-11-05,C0718,Onkar Kumer,917415502686,pkota@gmail.com,P0039,Home,Grocery,3,24312.94,72938.82
O00113,2024-11-05,C0718,Onkar Kumer,917415502686,pkota@gmail.com,P0027,Like,Toys,1,26312.15,26312.15
O00114,2024-09-05,C0696,Nayantara Sheth,919367087848,zgrewal@gmail.com,P0302,Example,Grocery,2,17949.9,35899.8
O00114,2024-09-05,C0696,Nayantara Sheth,919367087848,zgrewal@gmail.com,P0470,Manage,Electronics,2,6525.32,13050.64
O00114,2024-09-05,C0696,Nayantara Sheth,919367087848,zgrewal@gmail.com,P0076,Gas,Grocery,3,33745.05,101235.15
O00114,2024-09-05,C0696,Nayantara Sheth,919367087848,zgrewal@gmail.com,P0089,Mission,Home,2,47776.2,95552.4
O00115,2024-10-22,C0361,Dhruv Apte,917595173283,wbajwa@gmail.com,P0405,Number,Books,2,36701.41,73402.82
O00115,2024-10-22,C0361,Dhruv Apte,917595173283,wbajwa@gmail.com,P0324,Culture,Books,2,19384.0,38768.0
O00115,2024-10-22,C0361,Dhruv Apte,917595173283,wbajwa@gmail.com,P0325,Sell,Home,2,8305.03,16610.06
O00116,2024-10-30,C0819,Trisha Amble,919204236016,mirayagola@gmail.com,P0156,Stage,Books,2,37082.36,74164.72
O00116,2024-10-30,C0819,Trisha Amble,919204236016,mirayagola@gmail.com,P0152,Marriage,Electronics,2,24420.94,48841.88
O00116,2024-10-30,C0819,Trisha Amble,919204236016,mirayagola@gmail.com,P0479,Popular,Electronics,2,20646.55,41293.1
O00116,2024-10-30,C0819,Trisha Amble,919204236016,mirayagola@gmail.com,P0239,Girl,Fashion,1,1403.24,1403.24
O00117,2025-09-05,C0490,Uthkarsh Kakar,916843325149,bathsana@gmail.com,P0471,Far,Toys,1,4287.8,4287.8
O00117,2025-09-05,C0490,Uthkarsh Kakar,916843325149,bathsana@gmail.com,P0314,Stuff,Electronics,1,23667.18,23667.18
O00117,2025-09-05,C0490,Uthkarsh Kakar,916843325149,bathsana@gmail.com,P0430,Hot,Grocery,2,43351.68,86703.36
O00117,2025-09-05,C0490,Uthkarsh Kakar,916843325149,bathsana@gmail.com,P0426,Machine,Toys,3,33161.16,99483.48
O00117,2025-09-05,C0490,Uthkarsh Kakar,916843325149,bathsana@gmail.com,P0278,Tonight,Electronics,3,20228.38,60685.14
O00118,2025-01-18,C0268,Prerak Hari,916377706330,hiranacharya@gmail.com,P0049,Education,Fashion,2,33685.14,67370.28
O00119,2024-11-22,C0448,Tara Magar,919951523721,siya92@gmail.com,P0372,Prevent,Books,2,13248.28,26496.56
O00119,2024-11-22,C0448,Tara Magar,919951523721,siya92@gmail.com,P0282,Long,Toys,1,38700.74,38700.74
O00119,2024-11-22,C0448,Tara Magar,919951523721,siya92@gmail.com,P0117,Radio,Toys,1,1792.39,1792.39
O00119,2024-11-22,C0448,Tara Magar,919951523721,siya92@gmail.com,P0025,Ground,Electronics,1,32682.8,32682.8
O00119,2024-11-22,C0448,Tara Magar,919951523721,siya92@gmail.com,P0247,Difficult,Books,1,41823.06,41823.06
O00120,2025-07-28,C0321,Seher Wali,917607699859,aarushagarwal@gmail.com,P0002,Big,Books,1,29810.32,29810.32
O00120,2025-07-28,C0321,Seher Wali,917607699859,aarushagarwal@gmail.com,P0258,Member,Grocery,3,48965.17,146895.51
O00120,2025-07-28,C0321,Seher Wali,917607699859,aarushagarwal@gmail.com,P0242,Guess,Grocery,2,29562.1,59124.2
O00120,2025-07-28,C0321,Seher Wali,917607699859,aarushagarwal@gmail.com,P0053,Time,Home,2,28738.91,57477.82
O00121,2024-10-11,C0303,Pari Grewal,917083524554,dkanda@gmail.com,P0252,Democrat,Home,1,27839.73,27839.73
